discipline_title,slug_game,event_title,event_gender,medal_type,participant_type,participant_title,athlete_url,athlete_full_name,country_name,country_code,country_3_letter_code,year
Athletics,moscow-1980,triple jump men,Men,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/joao-carlos-de-oliveira,Joao Carlos DE OLIVEIRA,Brazil,BR,BRA,1980
Athletics,moscow-1980,discus throw men,Men,GOLD,Athlete,unknown,https://olympics.com/en/athletes/viktor-rashchupkin,Viktor RASHCHUPKIN,Soviet Union,UNK,URS,1980
Athletics,moscow-1980,discus throw men,Men,SILVER,Athlete,unknown,https://olympics.com/en/athletes/imrich-bugar,Imrich BUGAR,Czechoslovakia,CSHH,TCH,1980
Athletics,moscow-1980,discus throw men,Men,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/luis-delis,Luis DELIS,Cuba,CU,CUB,1980
Athletics,moscow-1980,800m women,Women,GOLD,Athlete,unknown,https://olympics.com/en/athletes/nadezhda-olizarenko,Nadezhda OLIZARENKO,Soviet Union,UNK,URS,1980
Athletics,moscow-1980,800m women,Women,SILVER,Athlete,unknown,https://olympics.com/en/athletes/olga-mineeva,Olga MINEEVA,Soviet Union,UNK,URS,1980
Athletics,moscow-1980,800m women,Women,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/tatiana-providokhina,Tatiana PROVIDOKHINA,Soviet Union,UNK,URS,1980
Athletics,moscow-1980,1500m women,Women,GOLD,Athlete,unknown,https://olympics.com/en/athletes/tatiana-kazankina,Tatiana KAZANKINA,Soviet Union,UNK,URS,1980
Athletics,moscow-1980,1500m women,Women,SILVER,Athlete,unknown,https://olympics.com/en/athletes/christiane-stoll-wartenberg,Christiane STOLL-WARTENBERG,German Democratic Republic (Germany),DDDE,GDR,1980
Athletics,moscow-1980,1500m women,Women,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/nadezhda-olizarenko,Nadezhda OLIZARENKO,Soviet Union,UNK,URS,1980
Athletics,moscow-1980,100m men,Men,GOLD,Athlete,unknown,https://olympics.com/en/athletes/allan-wells,Allan WELLS,Great Britain,GB,GBR,1980
Athletics,moscow-1980,100m men,Men,SILVER,Athlete,unknown,https://olympics.com/en/athletes/silvio-leonard-sarria,Silvio LEONARD SARRIA,Cuba,CU,CUB,1980
Athletics,moscow-1980,100m men,Men,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/peter-petrov,Peter PETROV,Bulgaria,BG,BUL,1980
Modern Pentathlon,moscow-1980,Individual competition men,Men,GOLD,Athlete,unknown,https://olympics.com/en/athletes/anatoli-starostin,Anatoli STAROSTIN,Soviet Union,UNK,URS,1980
Modern Pentathlon,moscow-1980,Individual competition men,Men,SILVER,Athlete,unknown,https://olympics.com/en/athletes/tamas-szombathelyi,Tamas SZOMBATHELYI,Hungary,HU,HUN,1980
Modern Pentathlon,moscow-1980,Individual competition men,Men,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/pavel-lednev,Pavel LEDNEV,Soviet Union,UNK,URS,1980
Equestrian Dressage,moscow-1980,individual mixed,Open,GOLD,Athlete,unknown,https://olympics.com/en/athletes/elisabeth-max-theurer,Elisabeth MAX-THEURER,Austria,AT,AUT,1980
Equestrian Dressage,moscow-1980,individual mixed,Open,SILVER,Athlete,unknown,https://olympics.com/en/athletes/yuri-kovshov,Yuri KOVSHOV,Soviet Union,UNK,URS,1980
Equestrian Dressage,moscow-1980,individual mixed,Open,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/viktor-ugryumov,Viktor UGRYUMOV,Soviet Union,UNK,URS,1980
Shooting,moscow-1980,skeet (125 targets) mixed,Open,GOLD,Athlete,unknown,https://olympics.com/en/athletes/hans-kjeld-rasmussen,Hans Kjeld RASMUSSEN,Denmark,DK,DEN,1980
Shooting,moscow-1980,skeet (125 targets) mixed,Open,SILVER,Athlete,unknown,https://olympics.com/en/athletes/lars-goran-carlsson,Lars-Göran CARLSSON,Sweden,SE,SWE,1980
Shooting,moscow-1980,skeet (125 targets) mixed,Open,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/roberto-castrillo-garcia,Roberto CASTRILLO GARCIA,Cuba,CU,CUB,1980
Shooting,moscow-1980,trap (125 targets) mixed,Open,GOLD,Athlete,unknown,https://olympics.com/en/athletes/luciano-giovannetti,Luciano GIOVANNETTI,Italy,IT,ITA,1980
Shooting,moscow-1980,trap (125 targets) mixed,Open,SILVER,Athlete,unknown,https://olympics.com/en/athletes/rustam-yambulatov,Rustam YAMBULATOV,Soviet Union,UNK,URS,1980
Shooting,moscow-1980,trap (125 targets) mixed,Open,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/jorg-damme,Jörg DAMME,German Democratic Republic (Germany),DDDE,GDR,1980
Shooting,moscow-1980,50m rifle prone 60 shots mixed,Open,GOLD,Athlete,unknown,https://olympics.com/en/athletes/karoly-varga,Karoly VARGA,Hungary,HU,HUN,1980
Shooting,moscow-1980,50m rifle prone 60 shots mixed,Open,SILVER,Athlete,unknown,https://olympics.com/en/athletes/hellfried-heilfort,Hellfried HEILFORT,German Democratic Republic (Germany),DDDE,GDR,1980
Shooting,moscow-1980,50m rifle prone 60 shots mixed,Open,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/petar-zaprianov,Petar ZAPRIANOV,Bulgaria,BG,BUL,1980
Shooting,moscow-1980,50m running target 3030 shots mixed,Open,GOLD,Athlete,unknown,https://olympics.com/en/athletes/igor-sokolov,Igor SOKOLOV,Soviet Union,UNK,URS,1980
Shooting,moscow-1980,50m running target 3030 shots mixed,Open,SILVER,Athlete,unknown,https://olympics.com/en/athletes/thomas-pfeffer,Thomas PFEFFER,German Democratic Republic (Germany),DDDE,GDR,1980
Shooting,moscow-1980,50m running target 3030 shots mixed,Open,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/aleksandr-gazov,Aleksandr GAZOV,Soviet Union,UNK,URS,1980
Shooting,moscow-1980,50m rifle 3 positions 3x40 shots mixed,Open,GOLD,Athlete,unknown,https://olympics.com/en/athletes/viktor-vlasov-1,Viktor VLASOV,Soviet Union,UNK,URS,1980
Shooting,moscow-1980,50m rifle 3 positions 3x40 shots mixed,Open,SILVER,Athlete,unknown,https://olympics.com/en/athletes/bernd-hartstein,Bernd HARTSTEIN,German Democratic Republic (Germany),DDDE,GDR,1980
Shooting,moscow-1980,50m rifle 3 positions 3x40 shots mixed,Open,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/sven-johansson,Sven JOHANSSON,Sweden,SE,SWE,1980
Shooting,moscow-1980,25m rapid fire pistol 60 shots mixed,Open,GOLD,Athlete,unknown,https://olympics.com/en/athletes/corneliu-ion,Corneliu ION,Romania,RO,ROU,1980
Shooting,moscow-1980,25m rapid fire pistol 60 shots mixed,Open,SILVER,Athlete,unknown,https://olympics.com/en/athletes/jurgen-wiefel,Jürgen WIEFEL,German Democratic Republic (Germany),DDDE,GDR,1980
Shooting,moscow-1980,25m rapid fire pistol 60 shots mixed,Open,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/gerhard-petritsch,Gerhard PETRITSCH,Austria,AT,AUT,1980
Shooting,moscow-1980,50m pistol 60 shots mixed,Open,GOLD,Athlete,unknown,no url,Aleksandr Melentyev,Soviet Union,UNK,URS,1980
Shooting,moscow-1980,50m pistol 60 shots mixed,Open,SILVER,Athlete,unknown,https://olympics.com/en/athletes/harald-vollmar,Harald VOLLMAR,German Democratic Republic (Germany),DDDE,GDR,1980
Shooting,moscow-1980,50m pistol 60 shots mixed,Open,BRONZE,Athlete,unknown,no url,Lyubcho Dyakov,Bulgaria,BG,BUL,1980
Swimming,moscow-1980,100m butterfly women,Women,GOLD,Athlete,unknown,https://olympics.com/en/athletes/caren-metschuck,Caren METSCHUCK,German Democratic Republic (Germany),DDDE,GDR,1980
Swimming,moscow-1980,100m butterfly women,Women,SILVER,Athlete,unknown,https://olympics.com/en/athletes/andrea-pollack,Andrea POLLACK,German Democratic Republic (Germany),DDDE,GDR,1980
Swimming,moscow-1980,100m butterfly women,Women,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/christiane-knacke,Christiane KNACKE,German Democratic Republic (Germany),DDDE,GDR,1980
Swimming,moscow-1980,200m butterfly men,Men,GOLD,Athlete,unknown,https://olympics.com/en/athletes/sergei-fesenko,Sergei FESENKO,Soviet Union,UNK,URS,1980
Swimming,moscow-1980,200m butterfly men,Men,SILVER,Athlete,unknown,https://olympics.com/en/athletes/philip-hubble,Philip HUBBLE,Great Britain,GB,GBR,1980
Swimming,moscow-1980,200m butterfly men,Men,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/roger-pyttel,Roger PYTTEL,German Democratic Republic (Germany),DDDE,GDR,1980
Swimming,moscow-1980,100m freestyle women,Women,GOLD,Athlete,unknown,https://olympics.com/en/athletes/barbara-krause,Barbara KRAUSE,German Democratic Republic (Germany),DDDE,GDR,1980
Swimming,moscow-1980,100m freestyle women,Women,SILVER,Athlete,unknown,https://olympics.com/en/athletes/caren-metschuck,Caren METSCHUCK,German Democratic Republic (Germany),DDDE,GDR,1980
Swimming,moscow-1980,100m freestyle women,Women,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/ines-diers,Ines DIERS,German Democratic Republic (Germany),DDDE,GDR,1980
Swimming,moscow-1980,100m breaststroke men,Men,GOLD,Athlete,unknown,https://olympics.com/en/athletes/dunkan-goodhew,Dunkan GOODHEW,Great Britain,GB,GBR,1980
Swimming,moscow-1980,100m breaststroke men,Men,SILVER,Athlete,unknown,no url,Arsens Miskarovs,Soviet Union,UNK,URS,1980
Swimming,moscow-1980,100m breaststroke men,Men,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/peter-evans,Peter EVANS,Australia,AU,AUS,1980
Swimming,moscow-1980,200m breaststroke women,Women,GOLD,Athlete,unknown,https://olympics.com/en/athletes/lina-kachushite,Lina KACHUSHITE,Soviet Union,UNK,URS,1980
Swimming,moscow-1980,200m breaststroke women,Women,SILVER,Athlete,unknown,https://olympics.com/en/athletes/svetlana-varganova,Svetlana VARGANOVA,Soviet Union,UNK,URS,1980
Swimming,moscow-1980,200m breaststroke women,Women,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/yulia-bogdanova,Yulia BOGDANOVA,Soviet Union,UNK,URS,1980
Swimming,moscow-1980,100m backstroke women,Women,GOLD,Athlete,unknown,https://olympics.com/en/athletes/rica-reinisch,Rica REINISCH,German Democratic Republic (Germany),DDDE,GDR,1980
Swimming,moscow-1980,100m backstroke women,Women,SILVER,Athlete,unknown,https://olympics.com/en/athletes/ina-kleber,Ina KLEBER,German Democratic Republic (Germany),DDDE,GDR,1980
Swimming,moscow-1980,100m backstroke women,Women,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/petra-riedel,Petra RIEDEL,German Democratic Republic (Germany),DDDE,GDR,1980
Swimming,moscow-1980,400m individual medley women,Women,GOLD,Athlete,unknown,https://olympics.com/en/athletes/petra-schneider,Petra SCHNEIDER,German Democratic Republic (Germany),DDDE,GDR,1980
Swimming,moscow-1980,400m individual medley women,Women,SILVER,Athlete,unknown,https://olympics.com/en/athletes/sharron-elizabeth-davies,Sharron Elizabeth DAVIES,Great Britain,GB,GBR,1980
Swimming,moscow-1980,400m individual medley women,Women,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/agnieszka-czopek,Agnieszka CZOPEK,Poland,PL,POL,1980
Swimming,moscow-1980,100m butterfly men,Men,GOLD,Athlete,unknown,https://olympics.com/en/athletes/par-arvidsson,Pär ARVIDSSON,Sweden,SE,SWE,1980
Swimming,moscow-1980,100m butterfly men,Men,SILVER,Athlete,unknown,https://olympics.com/en/athletes/roger-pyttel,Roger PYTTEL,German Democratic Republic (Germany),DDDE,GDR,1980
Swimming,moscow-1980,100m butterfly men,Men,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/david-lopez-zubero-purcell,David LOPEZ-ZUBERO PURCELL,Spain,ES,ESP,1980
Swimming,moscow-1980,400m freestyle women,Women,GOLD,Athlete,unknown,https://olympics.com/en/athletes/ines-diers,Ines DIERS,German Democratic Republic (Germany),DDDE,GDR,1980
Swimming,moscow-1980,400m freestyle women,Women,SILVER,Athlete,unknown,https://olympics.com/en/athletes/petra-schneider,Petra SCHNEIDER,German Democratic Republic (Germany),DDDE,GDR,1980
Swimming,moscow-1980,400m freestyle women,Women,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/carmela-schmidt,Carmela SCHMIDT,German Democratic Republic (Germany),DDDE,GDR,1980
Swimming,moscow-1980,200m freestyle men,Men,GOLD,Athlete,unknown,https://olympics.com/en/athletes/sergei-koplyakov,Sergei KOPLYAKOV,Soviet Union,UNK,URS,1980
Swimming,moscow-1980,200m freestyle men,Men,SILVER,Athlete,unknown,https://olympics.com/en/athletes/andrei-krylov,Andrei KRYLOV,Soviet Union,UNK,URS,1980
Swimming,moscow-1980,200m freestyle men,Men,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/graeme-brewer,Graeme BREWER,Australia,AU,AUS,1980
Swimming,moscow-1980,200m backstroke women,Women,GOLD,Athlete,unknown,https://olympics.com/en/athletes/rica-reinisch,Rica REINISCH,German Democratic Republic (Germany),DDDE,GDR,1980
Swimming,moscow-1980,200m backstroke women,Women,SILVER,Athlete,unknown,https://olympics.com/en/athletes/cornelia-polit,Cornelia POLIT,German Democratic Republic (Germany),DDDE,GDR,1980
Swimming,moscow-1980,200m backstroke women,Women,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/birgit-treiber,Birgit TREIBER,German Democratic Republic (Germany),DDDE,GDR,1980
Swimming,moscow-1980,200m breaststroke men,Men,GOLD,Athlete,unknown,no url,Robertas Žulpa,Soviet Union,UNK,URS,1980
Swimming,moscow-1980,200m breaststroke men,Men,SILVER,Athlete,unknown,https://olympics.com/en/athletes/alban-vermes,Alban VERMES,Hungary,HU,HUN,1980
Swimming,moscow-1980,200m breaststroke men,Men,BRONZE,Athlete,unknown,no url,Arsens Miskarovs,Soviet Union,UNK,URS,1980
Swimming,moscow-1980,100m freestyle men,Men,GOLD,Athlete,unknown,https://olympics.com/en/athletes/jorg-woithe,Jörg WOITHE,German Democratic Republic (Germany),DDDE,GDR,1980
Swimming,moscow-1980,100m freestyle men,Men,SILVER,Athlete,unknown,https://olympics.com/en/athletes/per-holmertz,Per HOLMERTZ,Sweden,SE,SWE,1980
Swimming,moscow-1980,100m freestyle men,Men,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/per-johansson,Per JOHANSSON,Sweden,SE,SWE,1980
Swimming,moscow-1980,800m freestyle women,Women,GOLD,Athlete,unknown,https://olympics.com/en/athletes/michelle-ford,Michelle FORD,Australia,AU,AUS,1980
Swimming,moscow-1980,800m freestyle women,Women,SILVER,Athlete,unknown,https://olympics.com/en/athletes/ines-diers,Ines DIERS,German Democratic Republic (Germany),DDDE,GDR,1980
Swimming,moscow-1980,800m freestyle women,Women,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/heike-dahne,Heike DÄHNE,German Democratic Republic (Germany),DDDE,GDR,1980
Swimming,moscow-1980,100m backstroke men,Men,GOLD,Athlete,unknown,https://olympics.com/en/athletes/bengt-baron,Bengt BARON,Sweden,SE,SWE,1980
Swimming,moscow-1980,100m backstroke men,Men,SILVER,Athlete,unknown,https://olympics.com/en/athletes/viktor-kuznetsov,Viktor KUZNETSOV,Soviet Union,UNK,URS,1980
Swimming,moscow-1980,100m backstroke men,Men,BRONZE,Athlete,unknown,no url,Volodymyr Dolhov,Soviet Union,UNK,URS,1980
Swimming,moscow-1980,400m individual medley men,Men,GOLD,Athlete,unknown,no url,Oleksandr Sydorenko,Soviet Union,UNK,URS,1980
Swimming,moscow-1980,400m individual medley men,Men,SILVER,Athlete,unknown,https://olympics.com/en/athletes/sergei-fesenko,Sergei FESENKO,Soviet Union,UNK,URS,1980
Swimming,moscow-1980,400m individual medley men,Men,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/zoltan-verraszto,Zoltan VERRASZTO,Hungary,HU,HUN,1980
Swimming,moscow-1980,100m breaststroke women,Women,GOLD,Athlete,unknown,https://olympics.com/en/athletes/ute-geweniger,Ute GEWENIGER,German Democratic Republic (Germany),DDDE,GDR,1980
Swimming,moscow-1980,100m breaststroke women,Women,SILVER,Athlete,unknown,https://olympics.com/en/athletes/elvira-vasilkova,Elvira VASILKOVA,Soviet Union,UNK,URS,1980
Swimming,moscow-1980,100m breaststroke women,Women,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/susanne-schultz-nielsson,Susanne Schultz NIELSSON,Denmark,DK,DEN,1980
Swimming,moscow-1980,200m backstroke men,Men,GOLD,Athlete,unknown,https://olympics.com/en/athletes/sandor-wladar,Sandor WLADAR,Hungary,HU,HUN,1980
Swimming,moscow-1980,200m backstroke men,Men,SILVER,Athlete,unknown,https://olympics.com/en/athletes/zoltan-verraszto,Zoltan VERRASZTO,Hungary,HU,HUN,1980
Swimming,moscow-1980,200m backstroke men,Men,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/mark-kerry,Mark KERRY,Australia,AU,AUS,1980
Swimming,moscow-1980,200m freestyle women,Women,GOLD,Athlete,unknown,https://olympics.com/en/athletes/barbara-krause,Barbara KRAUSE,German Democratic Republic (Germany),DDDE,GDR,1980
Swimming,moscow-1980,200m freestyle women,Women,SILVER,Athlete,unknown,https://olympics.com/en/athletes/ines-diers,Ines DIERS,German Democratic Republic (Germany),DDDE,GDR,1980
Swimming,moscow-1980,200m freestyle women,Women,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/carmela-schmidt,Carmela SCHMIDT,German Democratic Republic (Germany),DDDE,GDR,1980
Swimming,moscow-1980,1500m freestyle men,Men,GOLD,Athlete,unknown,https://olympics.com/en/athletes/vladimir-salnikov,Vladimir SALNIKOV,Soviet Union,UNK,URS,1980
Swimming,moscow-1980,1500m freestyle men,Men,SILVER,Athlete,unknown,https://olympics.com/en/athletes/aleksandr-chaev,Aleksandr CHAEV,Soviet Union,UNK,URS,1980
Swimming,moscow-1980,1500m freestyle men,Men,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/maxwell-metzker,Maxwell METZKER,Australia,AU,AUS,1980
Swimming,moscow-1980,400m freestyle men,Men,GOLD,Athlete,unknown,https://olympics.com/en/athletes/vladimir-salnikov,Vladimir SALNIKOV,Soviet Union,UNK,URS,1980
Swimming,moscow-1980,400m freestyle men,Men,SILVER,Athlete,unknown,https://olympics.com/en/athletes/andrei-krylov,Andrei KRYLOV,Soviet Union,UNK,URS,1980
Swimming,moscow-1980,400m freestyle men,Men,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/ivar-stukolkin,Ivar STUKOLKIN,Soviet Union,UNK,URS,1980
Swimming,moscow-1980,200m butterfly women,Women,GOLD,Athlete,unknown,https://olympics.com/en/athletes/ines-geissler,Ines GEISSLER,German Democratic Republic (Germany),DDDE,GDR,1980
Swimming,moscow-1980,200m butterfly women,Women,SILVER,Athlete,unknown,https://olympics.com/en/athletes/sybille-schonrock,Sybille SCHÖNROCK,German Democratic Republic (Germany),DDDE,GDR,1980
Swimming,moscow-1980,200m butterfly women,Women,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/michelle-ford,Michelle FORD,Australia,AU,AUS,1980
Boxing,moscow-1980,67-71kg lightmiddleweight men,Men,GOLD,Athlete,unknown,https://olympics.com/en/athletes/armando-martinez,Armando MARTINEZ,Cuba,CU,CUB,1980
Boxing,moscow-1980,67-71kg lightmiddleweight men,Men,SILVER,Athlete,unknown,https://olympics.com/en/athletes/aleksandr-koshkin,Aleksandr KOSHKIN,Soviet Union,UNK,URS,1980
Boxing,moscow-1980,67-71kg lightmiddleweight men,Men,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/jan-franek,Jan FRANEK,Czechoslovakia,CSHH,TCH,1980
Boxing,moscow-1980,67-71kg lightmiddleweight men,Men,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/detlef-kastner,Detlef KÄSTNER,German Democratic Republic (Germany),DDDE,GDR,1980
Boxing,moscow-1980,60-63.5kg lightwelterweigh men,Men,GOLD,Athlete,unknown,https://olympics.com/en/athletes/patrizio-oliva,Patrizio OLIVA,Italy,IT,ITA,1980
Boxing,moscow-1980,60-63.5kg lightwelterweigh men,Men,SILVER,Athlete,unknown,https://olympics.com/en/athletes/serik-konakbaev,Serik KONAKBAEV,Soviet Union,UNK,URS,1980
Boxing,moscow-1980,60-63.5kg lightwelterweigh men,Men,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/anthony-willis,Anthony WILLIS,Great Britain,GB,GBR,1980
Boxing,moscow-1980,60-63.5kg lightwelterweigh men,Men,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/jose-aguilar,Jose AGUILAR,Cuba,CU,CUB,1980
Boxing,moscow-1980,57-60kg lightweight men,Men,GOLD,Athlete,unknown,https://olympics.com/en/athletes/angel-herrera-vera,Angel HERRERA VERA,Cuba,CU,CUB,1980
Boxing,moscow-1980,57-60kg lightweight men,Men,SILVER,Athlete,unknown,https://olympics.com/en/athletes/viktor-demianenko,Viktor DEMIANENKO,Soviet Union,UNK,URS,1980
Boxing,moscow-1980,57-60kg lightweight men,Men,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/kazimierz-adach,Kazimierz ADACH,Poland,PL,POL,1980
Boxing,moscow-1980,57-60kg lightweight men,Men,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/richard-nowakowski,Richard NOWAKOWSKI,German Democratic Republic (Germany),DDDE,GDR,1980
Boxing,moscow-1980,48kg lightflyweight men,Men,GOLD,Athlete,unknown,https://olympics.com/en/athletes/shamil-sabirov,Shamil SABIROV,Soviet Union,UNK,URS,1980
Boxing,moscow-1980,48kg lightflyweight men,Men,SILVER,Athlete,unknown,https://olympics.com/en/athletes/hipolito-ramos,Hipolito RAMOS,Cuba,CU,CUB,1980
Boxing,moscow-1980,48kg lightflyweight men,Men,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/byong-uk-li,Byong Uk LI,Democratic People's Republic of Korea,KP,PRK,1980
Boxing,moscow-1980,48kg lightflyweight men,Men,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/ismail-mustafov,Ismail MUSTAFOV,Bulgaria,BG,BUL,1980
Boxing,moscow-1980,81kg heavyweight men,Men,GOLD,Athlete,unknown,https://olympics.com/en/athletes/teofilo-stevenson,Teofilo STEVENSON,Cuba,CU,CUB,1980
Boxing,moscow-1980,81kg heavyweight men,Men,SILVER,Athlete,unknown,no url,Pyotr Zayev,Soviet Union,UNK,URS,1980
Boxing,moscow-1980,81kg heavyweight men,Men,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/istvan-levai,Istvan LEVAI,Hungary,HU,HUN,1980
Boxing,moscow-1980,81kg heavyweight men,Men,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/jurgen-fanghanel,Jürgen FANGHÄNEL,German Democratic Republic (Germany),DDDE,GDR,1980
Boxing,moscow-1980,48-51kg flyweight men,Men,GOLD,Athlete,unknown,https://olympics.com/en/athletes/petr-lesov,Petr LESOV,Bulgaria,BG,BUL,1980
Boxing,moscow-1980,48-51kg flyweight men,Men,SILVER,Athlete,unknown,https://olympics.com/en/athletes/viktor-miroshnichenko,Viktor MIROSHNICHENKO,Soviet Union,UNK,URS,1980
Boxing,moscow-1980,48-51kg flyweight men,Men,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/hugh-russell,Hugh RUSSELL,Ireland,IE,IRL,1980
Boxing,moscow-1980,48-51kg flyweight men,Men,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/janos-varadi,Janos VARADI,Hungary,HU,HUN,1980
Boxing,moscow-1980,54-57kg featherweight men,Men,GOLD,Athlete,unknown,https://olympics.com/en/athletes/rudi-fink,Rudi FINK,German Democratic Republic (Germany),DDDE,GDR,1980
Boxing,moscow-1980,54-57kg featherweight men,Men,SILVER,Athlete,unknown,https://olympics.com/en/athletes/adolfo-horta,Adolfo HORTA,Cuba,CU,CUB,1980
Boxing,moscow-1980,54-57kg featherweight men,Men,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/viktor-rybakov,Viktor RYBAKOV,Soviet Union,UNK,URS,1980
Boxing,moscow-1980,54-57kg featherweight men,Men,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/krzysztof-kosedowski,Krzysztof KOSEDOWSKI,Poland,PL,POL,1980
Boxing,moscow-1980,51-54kg bantamweight men,Men,GOLD,Athlete,unknown,https://olympics.com/en/athletes/juan-bautista-hernandez-perez,Juan Bautista HERNÁNDEZ PÉREZ,Cuba,CU,CUB,1980
Boxing,moscow-1980,51-54kg bantamweight men,Men,SILVER,Athlete,unknown,https://olympics.com/en/athletes/bernardo-jose-pinango,Bernardo Jose PINANGO,Venezuela,VE,VEN,1980
Boxing,moscow-1980,51-54kg bantamweight men,Men,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/michael-anthony,Michael ANTHONY,Guyana,GY,GUY,1980
Boxing,moscow-1980,51-54kg bantamweight men,Men,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/dumitru-cipere,Dumitru CIPERE,Romania,RO,ROU,1980
Boxing,moscow-1980,63.5 - 67kg (welterweight) men,Men,GOLD,Athlete,unknown,https://olympics.com/en/athletes/andres-aldama-cabrera,Andres ALDAMA CABRERA,Cuba,CU,CUB,1980
Boxing,moscow-1980,63.5 - 67kg (welterweight) men,Men,SILVER,Athlete,unknown,https://olympics.com/en/athletes/john-mugabi,John MUGABI,Uganda,UG,UGA,1980
Boxing,moscow-1980,63.5 - 67kg (welterweight) men,Men,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/karl-heinz-kruger,Karl-Heinz KRÜGER,German Democratic Republic (Germany),DDDE,GDR,1980
Boxing,moscow-1980,63.5 - 67kg (welterweight) men,Men,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/kazimierz-szczerba,Kazimierz SZCZERBA,Poland,PL,POL,1980
Boxing,moscow-1980,75-81kg lightheavyweight men,Men,GOLD,Athlete,unknown,https://olympics.com/en/athletes/slobodan-kacar,Slobodan KACAR,Yugoslavia,YUCS,YUG,1980
Boxing,moscow-1980,75-81kg lightheavyweight men,Men,SILVER,Athlete,unknown,https://olympics.com/en/athletes/pawel-skrzecz,Pawel SKRZECZ,Poland,PL,POL,1980
Boxing,moscow-1980,75-81kg lightheavyweight men,Men,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/herbert-bauch,Herbert BAUCH,German Democratic Republic (Germany),DDDE,GDR,1980
Boxing,moscow-1980,75-81kg lightheavyweight men,Men,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/ricardo-rojas,Ricardo ROJAS,Cuba,CU,CUB,1980
Boxing,moscow-1980,71-75kg men,Men,GOLD,Athlete,unknown,https://olympics.com/en/athletes/jose-gomez-1,Jose GOMEZ,Cuba,CU,CUB,1980
Boxing,moscow-1980,71-75kg men,Men,SILVER,Athlete,unknown,https://olympics.com/en/athletes/viktor-savchenko-1,Viktor SAVCHENKO,Soviet Union,UNK,URS,1980
Boxing,moscow-1980,71-75kg men,Men,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/valentin-silaghi,Valentin SILAGHI,Romania,RO,ROU,1980
Boxing,moscow-1980,71-75kg men,Men,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/jerzy-rybicki,Jerzy RYBICKI,Poland,PL,POL,1980
Speed skating,lake-placid-1980,1500m women,Women,GOLD,Athlete,unknown,https://olympics.com/en/athletes/annie-borckink,Annie BORCKINK,Netherlands,NL,NED,1980
Speed skating,lake-placid-1980,1500m women,Women,SILVER,Athlete,unknown,https://olympics.com/en/athletes/adriana-visser,Adriana VISSER,Netherlands,NL,NED,1980
